site,data_coleta,titulo,endereco,valores,atributos,descricao
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Lindóia em Curitiba, 113 m²
              ","
                Avenida Presidente Wenceslau Braz, 1893, Lindóia - Curitiba
                ","Aluguel R$ 2.000,00 Condomínio R$ 484,94 Seguro Incêndio R$ 41,48Total R$ 2.526,42","113 m², 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Lindóia
                      Imóvel com gestão exclusiva Apolar- APARTAMENTO NO BAIRRO GUAÍRA EM CURITIBA, CONTENDO:- SALA PARA 2 AMBIENTES COM PISO EM PORCELANATO E SACADA- 3 DORMITÓRIOS SENDO 1 SUÍTE COM CLOSET, ARMÁRIOS PLANEJADOS E CABECEIRA DE CAMA E OS OUTROS 2 COM ARMÁRIOS PLANEJADOS E BALCÃO- BWC SOCIAL COM BOX DE VIDRO TEMPERADO, PIA COM BANCADA E ESPELHO- COZINHA ESTILO AMERICANA COM ARMÁRIOS PLANEJADOS, COOK TOP, FORNO E COIFA- LAVANDERIA COM TANQUE, CENTRAL DE GÁS, ARMÁRIOS E VARAL- SACADA COM CHURRASQUEIRA- IMÓVEL COM MÓVEIS, CORTINAS, LUMINÁRIAS E SANCAS EM GESSO- 1 VAGA DE GARAGEM COBERTA Nº96 CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro Cívico em Curitiba, 34 m²
              ","
                Avenida Cândido De Abreu, 70, Centro Cívico - Curitiba
                ","Aluguel R$ 2.000,00 Condomínio R$ 749,02 Seguro Incêndio R$ 26,26Total R$ 2.775,28","34 m², 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Centro Cívico
                      Imóvel com gestão exclusiva ApolarLINDO APARTAMENTO EM LOCALIZAÇÃO PRIVILEGIADA NO CENTRO CIVICO, EM FRENTE AO SHOPPING MUELLER, CONTENDO:- SALA COM SOFÁ, MESA COM 3 CADEIRAS, MESA CONJUGADA COM ESTANTE PARA ESCRITÓRIO - PEQUENA SACADA- 01 DORMITÓRIO COM CAMA, COLCHÃO E ARMÁRIOS PLANEJADOS - BANHEIRO COM ARMÁRIO E BOX EM VIDRO- COZINHA COM ARMÁRIOS PLANEJADOS, FOGÃO, EXAUSTOR, GELADEIRA DUPLEX - CONDOMÍNIO OFERECE ÁREA DE LAZER COM: PISCINA,ACADEMIA, SALA DE PILATES, SALÃO DE    DE FESTAS, SALA DE JOGOS E CHURRASQUEIRA;- LAVANDERIA COMPARTILHADA- PORTARIA 24H- NÃO POSSUI VAGA DE GARAGEM CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Campo Comprido em Curitiba, 67 m²
              ","
                Rua João Alencar Guimarães, 1934, Campo Comprido - Curitiba
                ","Aluguel R$ 1.920,00 Condomínio R$ 580,00 Seguro Incêndio R$ 29,77Total R$ 2.529,77","67 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Campo Comprido
                      Imóvel com gestão exclusiva ApolarExcelente apartamento novo para 1° locação no Condomínio Reserva do Bosque, contendo: - Sala para 02 ambientes- Cozinha - Bwc social - Área de serviço - 02 Dormitórios - Estacionamento descoberto para 01 veículo N° 145Condomínio oferece: - Quadra poliesportiva- Piscina- Espaço gourmet decorado- Espaço Kids - Quiosque com churrasqueira - Estar fogo de chão  CRECI: J-00158"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Alto Da Rua Xv em Curitiba, 118 m²
              ","
                Rua Dias da Rocha Filho, 994, Alto Da Rua Xv - Curitiba
                ","Aluguel R$ 1.900,00 Condomínio R$ 430,00 Seguro Incêndio R$ 41,48Total R$ 2.371,48","118 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Alto Da Rua Xv
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento ao lado do PolloShop, piso laminado,  com área de 118 m², contendo:Sala de estar para dois ambientes.Cozinha com armários fogão e pia.Lavanderia com armários, mesa e banquetas.Banheiro social com box de vidro, pia e espelho.Quarto I: com armários.Suíte com armários, painel para cabeceira.01 vaga grande de garagem..Vantagens:Bem conservado, bem localizado.Área comum:Não tem. Proximidades:Ao lado do PolloShop.Informações Adicionais:Andar: 2Aptos por andar: 04Aquecimento: elétrico.Área total: 118 m²Área privativa: 73 m²Elevador: nãoEdifício: Caroline GraceEntre Ruas: Flavio Dalegrave e Fernando de BarrosGaragem: sim. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Alto Da Rua Xv em Curitiba, 97 m²
              ","
                Avenida Sen. Souza Naves, 550, Alto Da Rua Xv - Curitiba
                ","Aluguel R$ 1.900,00 Condomínio R$ 530,00 Seguro Incêndio R$ 36,80Total R$ 2.466,80","97 m², 2 banheiros, 1 vaga, 3 quartos, pet","
                          Apartamento com
                          3 quartos
                          no Bairro Alto Da Rua Xv
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Ótimo apartamento, contendo três dormitórios, sendo um com armários e painel de TV, um com armário, dois banheiros sociais com box de vidro, sala ampla para dois ambientes, cozinha com armários embutidos, área de serviço ampla e arejada. Excelente localização.1 vaga.Vantagens:Ótima localização, Região com infraestrutura de serviços.Condomínio Oferece:Portão eletrônico, portaria com interfone, parque infantil.Proximidades:Super Condor Cristo Rei, Universidade Estácio de Sá, Hospital Universitário Cajuru Informações Adicionais:Andar: 4Aquecimento: ElétricoÁrea total: 97,00 m²Área privativa: 91,00 m²Elevador: NãoEdifício: MontrealEntre Ruas: Zelia Moura dos Santos e Atilio Bório.Garagem: Sim. CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Portão em Curitiba, 129 m²
              ","
                Avenida Da República, 7651, Portão - Curitiba
                ","Aluguel R$ 1.900,00 Condomínio R$ 900,00 Seguro Incêndio R$ 43,82Total R$ 2.843,82","129 m², 2 banheiros, 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Portão
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Apartamento com área de 98 m² com 3 dormitórios sendo 1 suíte.Sala para dois ambientes bem iluminada e arejada com piso laminado, porta de vidro com saída para sacada, sacada com churrasqueira.Cozinha com piso cerâmico e azulejos até teto, com armários planejados, pia em granito, fogão embutido;Suíte e quartos com piso laminado;Banheiro com piso cerâmico e azulejos até teto, box de vidro, pia em granito, armário e espelho.Dormitórios com piso laminado e janela com persiana(1).Área de serviço com tanque.Banheiro social com piso cerâmico e azulejos até teto, box de vidro, pia em granito com armário e espelhoCondomínio clube oferece:Portaria 24 horas;Churrasqueira coletiva;Parque Infantil;Salão de festas;2 Elevadores;Câmeras de monitoramento;Vantagens:Ótima localização.Apartamento Face Norte.Garagem coberta, com possibilidade para dois carros pequenos;Proximidades:Shopping Palladium,Shopping Total(Ventura)Supermercado Muffato,  Extra, BIG e WallmartBancos, Colégios do Bairro(Acesso, Adventista, Bagozzi, Martinus, Pedro Macedo, Ensitec, Papa XXIII e Sesi) faculdades(Dom Bosco, UniCesumar, Bagozzi)Terminal de ônibus e pontos de outras linhas alimentadoras;Informações adicionais:Andar: 8Aquecimento: Gás – Equipamento revisado.Área total: 129m2Área privativa: 98,13 m²Elevador: SimEdifício: St. ThomasRua Av. da Republica, 7651 - PortãoEntre Ruas: Santa Bernadete e Daisy Luci Berno CRECI: J-00158"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cristo Rei em Curitiba, 119 m²
              ","
                Rua Oyapock, 49, Cristo Rei - Curitiba
                ","Aluguel R$ 1.900,00 Condomínio R$ 800,00 Seguro Incêndio R$ 41,48Total R$ 2.741,48","119 m², 2 banheiros, 1 vaga, 3 quartos, pet","
                          Apartamento com
                          3 quartos
                          no Bairro Cristo Rei
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Belo apartamento, semi mobiliado no condomínio Guarujá, com uma vista belíssima, oitavo andar, na divisa entre o Cristo Rei e Alto da XV, próximo ao Jardim Botânico e em ótimo estado de conservação, contendo:- Sala ampla, com dois ambientes, piso em parquet. Há uma mesa com quatro cadeiras, duas estantes; - Sacada com a porta em alumínio;- Cozinha planejada com armários, tampo em granito, piso em porcelanato;- Área de serviço com tanque em cerâmica e piso em porcelanato;- Aquecimento a gás;- Tem três dormitórios, sendo uma suíte. Todos com piso em parquet e somente um dos quartos sem guarda roupas;- Banheiros reformados, com louça em cerâmica, piso em porcelanato, box de vidro, armários e espelho fixo;- Janelas com a esquadrias em alumínio;- Uma vaga de Garagem presa/compartilhada.Vantagens:Ótima localização, próximo ao Jardim Botânico e ao posto de gasolina. Academia, farmácia, posto de saúde, escolas, bancos. Mobilidade urbana diferenciada, pois há várias linhas de ônibus na rua interligando aos principais terminais de cidade, rodoviária, aeroporto e o centro comercial de Curitiba. Área Comum:Salão de Festas, portaria 24, sala com equipamentos para academia.Proximidades:Jardim Botânico, Hospital Marcelino Champagnat, Escola Bom Jesus, Colégio Cristo Rei, Sociedade Morgenau, Panificadora Senhores do Pão, Supermercado Condor.Informações Adicionais: Andar: 8ºAptos por andar: 4Aquecimento: á gásÁrea total: 119m²Área privativa: 78m²Elevador:  simEdifício: GuarujáEntre Ruas: Rua João Pontoni, Avenida Affonso Camargo, Rua Governardor Agamennon Magalhães.Garagem: Sim - 1 vaga presa/compartilhada**OBS: SEM VALOR DE IPTU LANÇADO - AGUARDANDO COMPETÊNCIA DE 2024** CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Campo Comprido em Curitiba, 65 m²
              ","
                Rua Nelson Ferreira Da Luz, 396, Campo Comprido - Curitiba
                ","Aluguel R$ 1.900,00 Seguro Incêndio R$ 28,60Total R$ 1.928,60","65 m², 1 vaga, 3 quartos","
                          Apartamento com
                          3 quartos
                          no Bairro Campo Comprido
                      Imóvel com gestão exclusiva ApolarAPARTAMENTO COM 3 DORMITÓRIOS, CONTENDO:- SALA DE ESTAR PARA 2 AMBIENTES, PISO LAMINADO, SOFÁ PARA 5 LUGARES- 3 DORMITÓRIOS, SENDO 1 SUÍTE, PISO CERÂMICO- BWC SOCIAL COM PISO E REVESTIMENTO CERÂMICO- TEM 4 PAVIMENTOS, CONTENDO 2 APTO. POR ANDAR- BWC SUÍTE COM BOX, PRATELEIRA- COZINHA COM ARMÁRIOS PLANEJADOS E PIA EM AÇO INOX- ÁREA DE SERVIÇO COM TANQUE- GARAGEM PARA 1 VEÍCULO CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Centro Cívico em Curitiba, 86 m²
              ","
                Avenida Cândido De Abreu, 180, Centro Cívico - Curitiba
                ","Aluguel R$ 1.900,00 Condomínio R$ 870,00 Seguro Incêndio R$ 34,45Total R$ 2.804,45","86 m², 1 banheiro, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Centro Cívico
                      Imóvel com gestão exclusiva ApolarApolar aluga excelente apartamento de  2 quartos no Centro Cívico Apartamento 2 dormitórios com piso laminado, sendo um com painel para tv e closet, outro com armários Bwc Social com pia em granito, espelho, armário, ducha e Box de vidroÁrea de Serviço separado com armário Cozinha estilo americana, com passa pratos em granito, armários sob medida, fogão de indução, forno elétrico e balcão com tampa em granitoSala para dois ambientes com piso laminado, cortinas e luminárias  Vantagens:Local  seguro, com toda a infraestrutura de transportes coletivo e comércios que atendem a região Área comum:Portaria 24 horasHall de entrada Elevador  Proximidades:Shopping Mueller Banco Santander Passeio Público Informações adicionais:Elevador: SimÁrea total: 86,09 M²Área privativa: 74,26 M²Suíte: Nao  Edifício: Dona Verginia  Garagem: Não  CRECI: J-04232"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Água Verde em Curitiba, 80 m²
              ","
                Rua Guilherme Pugsley, 1674, Água Verde - Curitiba
                ","Aluguel R$ 1.900,00 Condomínio R$ 700,00 Seguro Incêndio R$ 32,11Total R$ 2.632,11","80 m², 1 vaga, 2 quartos","
                          Apartamento com
                          2 quartos
                          no Bairro Água Verde
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Cozinha com armários.Área de Serviço com tanque.Sala Ampla.Dormitório I com armários e II.Bwc Social com box de vidro e espelho..  CRECI: J-00158"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Bacacheri em Curitiba, 50 m²
              ","
                Rua Estados Unidos, 1291, Bacacheri - Curitiba
                ","Aluguel R$ 1.900,00 Seguro Incêndio R$ 26,26Total R$ 1.926,26","50 m², 1 quarto","
                          Apartamento com
                          1 quarto
                          no Bairro Bacacheri
                      Imóvel com gestão exclusiva ApolarEXCELENTE APARTAMENTO (STUDIO) NO BAIRRO BACACHERI, TOTALMENTE MOBILIADO E DECORADO, CONTENDO:- SALA COM ESTOFADO, RACK PAINEL PARA TV, SACADA COM CHURRASQUEIRA E MESINHA.- UM DORMITÓRIO COM CAMA BOX DE CASAL, ARMÁRIOS EMBUTIDOS, CRIADO MUDO, PAINEL PARA TV, TRAVESSEIROS, COLCHÃO E SUÍTE.- BWC PRIVATIVO COM BOX EM VIDRO, DUCHA, LAVATÓRIO EM GRANITO COM ARMÁRIO EMBUTIDO E ESPELHO.- COZINHA PLANEJADA COMPLETA COM COOKTOP, MICROONDAS, GELADEIRA DUPLEX COM FREEZER, RELÓGIO, PIA INOX, BALCÃO E TAMPO EM GRANITO, ARMÁRIOS EMBUTIDOS E 04 BANQUETAS.- LAVANDERIA CONJUGADA COM MÁQUINA DE LAVAR E SECAR, TANQUE INOX COM ARMÁRIO E BALCÃO EM GRANITO.CONDOMÍNIO POSSUI:- INTERFONE COM PORTEIRO ELETRÔNICO.- HALL SOCIAL DECORADO.- ANTENA EXTERNA.- TV A CABO.- ELEVADOR. CRECI: J-04136"
Apolar,2024-02-09,"
                Apartamento Residencial para Locação no Cristo Rei em Curitiba, 66 m²
              ","
                Rua Urbano Lopes, 436, Cristo Rei - Curitiba
                ","Aluguel R$ 1.900,00 Condomínio R$ 300,00 Seguro Incêndio R$ 29,77Total R$ 2.229,77","66 m², 1 banheiro, 1 vaga, 1 quarto, pet","
                          Apartamento com
                          1 quarto
                          no Bairro Cristo Rei
                      Imóvel com gestão exclusiva ApolarCaracterísticas:Seja bem-vindo ao seu novo lar! Este espetacular apartamento no 10º andar oferece uma vista incrível da Serra do Mar e está localizado em uma região privilegiada, com uma infraestrutura de primeira classe. Você estará a passos de tudo o que precisa, incluindo farmácias, panificadoras, mercados, pontos de ônibus, escolas e, para os amantes da natureza, o deslumbrante Parque Jardim Botânico. *Características do Apartamento:Totalmente mobiliado e pronto para morar. - Piso em porcelanato para um ambiente elegante e fácil de limpar. - Sala aconchegante com painel e rack, sofá-cama. - Cozinha completa com armários, fogão, geladeira, tanque de inox e máquina de lavar. - Quarto com base de casal, amplos armários e sapateira embutida. - Banheiro social com box de vidro. - Sacada com rede para momentos relaxantes. - 01 vaga de garagem para sua comodidade. *Recursos do Prédio:*- Prédio com apenas 8 anos de construção, lavanderia coletiva, portaria eletrônica, salão de festas, 02 elevadores.Informações Adicionais:Andar: 10Aptos por andar: Aquecimento: elétricoÁrea total: 66m²Área privativa: 33m²Elevador: simEdifício: Daiane de FátimaGaragem: sim CRECI: J-04232"
